QTD,Bubblesort,Heapsort,Insertionsort,MegeSort,QuickSort,RadixSort
710,319249,19121,119854,14060,10379,7483
711,318854,19073,122356,14066,10988,7480
712,324014,19096,129188,14091,11301,7499
713,322696,19207,129320,14128,10838,7511
714,328779,19278,130159,14139,10998,7517
715,328085,19293,128250,14196,11114,7542
716,322287,19241,127089,14193,11965,7549
717,324855,19394,124466,14228,11425,5398
718,326140,19318,129164,14236,10739,7552
719,328292,19276,126114,14256,11503,7567
720,327152,19323,126530,14243,11225,7575
721,330705,19302,132651,14300,11401,7597
722,332484,19415,130561,14337,12494,3260
723,332860,19451,129274,14376,11377,3267
724,332905,19378,129561,14383,11012,7631
725,335982,19375,137821,14412,10923,7635
726,333608,19494,130158,14437,10437,7642
727,336402,19620,135492,14420,12693,7676
728,334217,19574,131175,14460,12284,7668
729,337055,19541,132839,14454,11409,7676
730,340617,19660,137138,14511,13151,7703
731,338301,19687,130097,14498,10921,7699
732,340945,19683,136863,14532,11615,7709
733,340954,19722,135200,14575,10916,7729
734,341905,19814,132176,14592,11741,7731
735,343347,19799,130334,14601,11901,7747
736,338490,19852,134525,14640,12747,7777
737,341781,19885,136409,14683,11472,5556
738,346527,19845,144813,14701,10632,7772
739,346500,19986,136008,14696,12064,5557
740,347446,20033,138558,14728,11991,7783
741,347467,19946,133017,14733,13154,7807
742,347749,20062,138543,14784,11870,7801
743,345952,20209,133500,14779,11656,7829
744,350120,20103,141307,14832,10924,7837
745,352059,20016,145204,14848,11021,7841
746,351414,20258,135874,14878,10967,7847
747,350159,20366,139680,14901,10715,7882
748,351696,20314,136646,14919,12124,7879
749,354818,20458,136473,14965,11858,7897
750,355080,20313,136666,14955,13240,7888
751,355807,20355,138706,14993,11872,7903
752,356284,20336,139062,14994,12783,5660
753,356662,20438,137893,15029,11563,5668
754,360675,20461,143319,15014,11783,5655
755,361611,20470,145831,15039,11983,5692
756,361579,20445,142873,15116,12673,7973
757,363041,20499,147601,15116,11300,7968
758,364556,20483,146645,15111,13634,7976
759,365105,20492,144225,15151,12313,5714
760,360783,20641,141930,15191,11014,8005
761,362820,20596,143516,15218,12098,8029
762,369378,20631,150608,15246,11585,8017
763,367068,20766,146283,15237,11717,8038
764,367726,20771,142385,15282,11689,8046
765,368892,20720,149062,15266,11936,8062
766,372277,20803,149091,15288,11165,5748
767,371781,20743,149167,15348,12462,8086
768,376302,20823,147036,15350,11398,5781
769,370997,20919,146331,15398,11301,8094
770,375533,20954,145856,15405,13257,8105
771,377233,20945,154365,15439,11633,8124
772,376189,20878,149324,15452,13179,5804
773,375645,20992,151910,15454,12097,5811
774,381189,21006,152656,15526,14128,8152
775,374961,21192,147016,15537,12558,8159
776,382297,21050,157120,15531,11902,5829
777,381200,21005,151388,15557,13597,8196
778,379594,21223,147214,15598,12383,8183
779,380156,21331,148833,15631,12986,5854
780,382631,21222,150640,15648,12283,8219
781,380669,21162,155964,15670,12226,5865
782,382285,21329,151858,15659,13715,8230
783,385539,21332,152546,15706,13118,8234
784,390140,21499,153396,15736,14253,3528
785,389208,21394,156687,15758,13958,8271
786,390683,21537,155897,15794,11919,5909
787,388766,21522,151994,15835,12490,8295
788,387262,21491,156195,15846,12245,5909
789,390543,21563,154303,15866,11652,5932
790,392138,21622,154023,15869,12271,8316
791,392383,21622,148776,15899,13481,8340
792,394607,21624,156502,15951,12604,8340
793,395289,21579,154756,15935,11730,8355
794,395759,21650,156218,15943,11640,5990
795,395039,21815,154141,15996,13279,5986
796,394363,21715,154038,16003,14778,8376
797,394038,21889,154466,16017,12900,8384
798,401119,21789,161717,16052,13066,8405
799,400795,21729,158796,16062,12044,8426
800,400249,21902,160944,16093,14276,5991
801,400697,21989,160875,16115,12693,8430
802,402527,21913,154016,16117,12777,8443
803,405974,21862,161200,16171,12153,8470
804,401898,22113,157348,16181,11895,8452
805,407379,21972,158667,16223,13099,8473
806,408476,21986,162106,16210,12552,6061
807,406569,22142,160513,16265,12071,8499
808,411172,22039,165761,16279,11831,8511
809,414346,22087,171242,16286,12507,8525
810,410983,22236,161548,16298,14661,8533
811,411546,22173,161384,16333,14997,3648
812,409974,22268,164135,16354,12135,8546
813,413205,22403,161488,16390,11365,8558
814,415904,22369,166751,16425,13488,6135
815,415355,22345,166794,16443,12293,8582
816,417483,22320,169422,16477,12804,6146
817,419124,22464,163187,16483,13124,8604
818,419889,22325,164740,16516,12554,8626
819,422016,22346,168591,16527,12927,8615
820,415872,22435,157749,16576,13944,8642
821,420706,22534,162097,16572,13220,8632
822,425599,22539,167546,16595,13858,8666
823,422086,22527,166296,16623,12544,8661
824,423101,22736,164059,16639,13082,8673
825,431751,22592,173229,16664,12291,6212
826,428690,22729,167735,16693,13632,8705
827,428483,22747,172370,16696,14599,8708
828,429774,22875,171553,16721,15334,8717
829,427045,22815,167199,16753,12694,6224
830,432521,22775,173954,16758,13967,8734
831,432919,22838,168585,16788,13181,8745
832,434155,22828,173175,16838,15085,6260
833,433695,22960,172832,16867,13229,8758
834,432985,22926,171905,16862,14186,6255
835,436460,22845,172925,16889,15341,8793
836,431281,22964,168901,16885,14292,8804
837,442220,22844,181966,16956,14686,6298
838,442419,23035,176550,16959,14086,6319
839,441580,23086,181404,16970,13653,8839
840,440909,23307,176379,17018,12254,6322
841,439270,23202,180113,17058,12628,8849
842,443373,23087,174978,17049,13399,6336
843,446204,23165,174387,17076,13840,8877
844,442989,23221,176153,17065,14370,8875
845,444532,23329,180940,17128,12719,8893
846,444766,23310,179608,17136,13747,8913
847,445694,23475,178892,17191,13628,8911
848,447066,23426,179617,17186,13659,8943
849,451499,23483,176339,17229,13207,8942
850,450088,23431,176333,17251,14826,8956
851,451649,23482,178292,17285,15205,8972
852,454174,23472,182351,17292,13490,8984
853,451015,23499,184184,17297,14324,8975
854,451934,23630,175895,17330,14148,9003
855,456032,23621,180898,17380,12542,9005
856,452382,23698,178093,17359,14043,9008
857,458090,23719,186935,17398,13794,9025
858,457013,23625,182684,17440,13519,9011
859,461083,23721,186473,17439,13228,9038
860,464261,23669,191655,17436,12749,6466
861,460085,23747,187119,17487,13368,6482
862,461849,23818,189427,17520,14192,9091
863,460511,23812,184683,17537,14528,6499
864,463097,23871,185790,17574,14424,9100
865,463019,23916,186383,17574,14946,9100
866,467863,23960,187893,17614,14293,9115
867,463460,24083,186281,17670,15478,9116
868,470657,23899,192729,17608,14679,9139
869,470759,24160,189389,17676,13993,6536
870,469062,24111,179054,17703,13921,9154
871,472084,24048,187199,17702,14815,6568
872,474797,24047,194319,17702,13886,9184
873,468229,24242,185360,17774,14456,9198
874,474618,24160,193117,17789,13434,9213
875,470176,24316,183854,17800,15086,9203
876,475513,24243,194531,17828,14039,9227
877,477454,24189,190786,17876,14433,6582
878,484151,24305,201816,17882,14974,9251
879,477120,24299,186817,17882,14207,6620
880,481770,24370,192907,17907,13988,9256
881,481315,24397,191368,17985,14393,9260
882,482659,24501,191415,17988,14854,9282
883,484804,24435,199761,17975,15455,9287
884,480664,24569,185394,17988,13444,6652
885,493170,24488,202491,18033,14025,9323
886,487016,24610,194368,18049,14730,9324
887,488164,24619,199730,18111,14668,9322
888,487060,24648,192452,18090,14377,9348
889,493505,24693,197945,18122,13410,9366
890,488426,24704,193524,18140,14488,9369
891,491632,24716,197970,18205,13810,9379
892,494987,24709,195668,18178,14119,6730
893,495972,24715,200502,18202,13853,9394
894,492078,24933,200525,18249,13691,9408
895,497266,24879,198134,18275,17674,6747
896,499959,24794,206578,18289,13335,9452
897,496548,25100,196017,18343,15283,9452
898,504230,24814,206334,18325,15392,9460
899,500822,25009,195481,18363,15565,9468
900,503515,24960,206214,18393,14624,9469
901,503234,24975,209254,18402,16294,9500
902,503062,25217,204887,18408,14504,9501
903,505510,25025,202985,18459,13548,6781
904,504842,25138,210654,18479,15082,6787
905,505066,25246,203445,18522,14403,9520
906,506775,25272,199800,18532,14322,9533
907,512369,25224,207729,18561,14453,9541
908,510532,25358,204960,18579,15700,9560
909,510102,25307,202527,18584,17588,9572
910,510003,25297,200753,18619,15772,9578
911,516203,25309,213700,18602,14030,9598
912,515052,25422,198932,18657,14689,6845
913,517500,25443,204268,18665,14085,9613
914,519241,25481,212253,18715,14468,6860
915,519472,25373,211848,18730,14519,9617
916,517868,25525,212100,18766,17406,6892
917,517895,25504,214630,18765,15236,4130
918,521100,25719,206135,18783,14353,6899
919,521440,25650,205306,18763,15033,9682
920,518571,25685,206701,18870,14482,9678
921,525120,25673,212624,18873,14377,9690
922,522083,25690,208395,18890,16008,9704
923,526453,25864,208650,18903,14994,9713
924,528500,25803,217795,18929,15699,9712
925,529095,25758,216256,18927,14088,9738
926,530868,25637,219939,18978,15255,6960
927,530677,25889,215915,19065,14181,9767
928,535068,25927,217804,19032,15305,9768
929,532515,26023,212036,19065,14555,9772
930,536275,25926,215371,19067,14263,9788
931,530850,25854,221935,19102,14665,9812
932,532128,26144,209735,19146,13729,9806
933,537129,26123,219315,19167,13770,9814
934,537696,26137,214944,19131,14856,7026
935,542109,26080,219027,19168,15486,7030
936,539164,26172,215028,19213,14777,9862
937,542840,26070,221587,19240,16467,7060
938,543188,26129,219591,19283,15095,7058
939,541648,26258,218825,19264,16289,9891
940,544538,26284,221706,19306,16966,7075
941,544313,26266,222098,19306,16171,9911
942,542972,26346,216174,19390,16214,9905
943,545975,26391,218196,19399,16230,9922
944,548307,26534,223362,19403,17163,9930
945,548119,26582,220815,19369,17774,9947
946,549304,26524,223864,19461,15520,9953
947,548216,26545,214977,19488,16748,9970
948,552496,26598,227483,19477,14851,9989
949,557830,26517,237677,19517,16042,9999
950,557769,26483,227006,19542,15051,9998
951,560333,26624,228887,19563,18403,10018
952,557393,26647,226194,19574,15506,10024
953,560836,26629,230872,19589,14943,10016
954,561805,26625,234212,19645,14960,10053
955,566600,26646,233415,19640,15766,10057
956,563129,26807,237431,19687,16645,10050
957,562802,26795,230232,19661,15900,7187
958,567773,26896,226189,19708,15053,10087
959,567255,26833,229929,19726,15192,7221
960,563129,26961,222832,19764,17087,10112
961,561323,26970,225018,19792,16590,7224
962,569376,26945,232171,19812,16041,10122
963,573105,26990,231116,19820,15075,7236
964,568351,27097,233091,19848,15780,10143
965,570111,27121,230253,19861,14769,10157
966,573847,27090,232632,19871,15339,10173
967,570022,27153,231412,19909,15432,7262
968,578732,27137,237960,19967,15506,7265
969,575699,27185,239447,19938,15302,10193
970,580831,27226,242899,19981,16650,7308
971,583232,27352,238021,20036,15947,10204
972,578841,27243,236152,20037,18546,7311
973,581501,27300,236558,20068,18164,7325
974,586357,27113,246507,20094,17367,10232
975,586496,27218,241808,20117,17942,10266
976,581956,27559,232646,20112,15459,10286
977,583264,27439,240188,20139,16025,7351
978,586228,27474,236535,20183,15282,10297
979,589847,27579,243984,20189,17542,10307
980,587862,27614,230751,20207,15776,10310
981,590183,27578,247493,20251,16601,7370
982,590694,27769,232269,20246,19058,7396
983,593224,27631,238222,20269,16062,10339
984,596782,27609,239549,20317,18654,10345
985,595290,27750,244756,20329,15153,10375
986,592627,27875,238891,20379,16319,7406
987,595777,27794,244473,20360,19412,10386
988,599827,27907,248962,20439,18039,7411
989,600825,27805,250139,20430,16124,7428
990,599973,27822,242978,20470,16763,7451
991,605223,27903,254128,20495,15773,10438
992,608296,28022,244858,20510,16518,10457
993,604622,27917,247090,20509,17643,7478
994,606465,28018,246622,20531,18003,10455
995,602658,28048,239623,20532,16607,10467
996,605128,28155,250768,20570,16486,10483
997,606795,28089,247645,20596,16342,7506
998,610580,28142,250332,20625,15136,10495
999,607756,28112,247813,20682,15780,10513
1000,611601,28225,261928,20686,15114,10524
